player_id,position_matches,matches_matches,wins_matches,losses_matches,wl_ratio_matches,ties_matches,kills_matches,deaths_matches,killstreak_matches,damage_dealt_matches,arrows_shot_matches,arrows_hit_matches,wools_matches,wools_touched_matches,flags_matches,flags_picked_matches,cores_matches,monuments_matches,position_pvp,matches_pvp,wins_pvp,losses_pvp,wl_ratio_pvp,ties_pvp,kills_pvp,deaths_pvp,killstreak_pvp,damage_dealt_pvp,arrows_shot_pvp,arrows_hit_pvp,wools_pvp,wools_touched_pvp,flags_pvp,flags_picked_pvp,cores_pvp,monuments_pvp,position_objectives,matches_objectives,wins_objectives,losses_objectives,wl_ratio_objectives,ties_objectives,kills_objectives,deaths_objectives,killstreak_objectives,damage_dealt_objectives,arrows_shot_objectives,arrows_hit_objectives,wools_objectives,wools_touched_objectives,flags_objectives,flags_picked_objectives,cores_objectives,monuments_objectives
player_b9cfaf7f489d,#836,1221.0,610.0,610.0,1.0,1.0,,,,,,,,,,,,,#415,,,,,,12440.0,7668.0,109.0,122.5,73745.0,21683.0,,,,,,,#1451,,,,,,,,,,,,16.0,283.0,31.0,79.0,4.0,46.0
player_b61b54a6ddc5,#837,1221.0,562.0,659.0,0.85,0.0,,,,,,,,,,,,,#1867,,,,,,2259.0,5546.0,13.0,30.5,80933.0,15727.0,,,,,,,#1739,,,,,,,,,,,,12.0,101.0,1.0,20.0,0.0,6.0
player_ea6ca70542cc,#838,1220.0,584.0,636.0,0.92,0.0,,,,,,,,,,,,,#730,,,,,,7169.0,2635.0,34.0,77.5,122730.0,33551.0,,,,,,,#1468,,,,,,,,,,,,16.0,93.0,4.0,19.0,10.0,28.0
player_ea6ca70542cc,#838,1220.0,584.0,636.0,0.92,0.0,,,,,,,,,,,,,#730,,,,,,7169.0,2635.0,34.0,77.5,122730.0,33551.0,,,,,,,#1468,,,,,,,,,,,,16.0,93.0,4.0,19.0,10.0,28.0
player_c6b75d0bc9fd,#839,1219.0,541.0,678.0,0.8,0.0,,,,,,,,,,,,,#928,,,,,,5508.0,5822.0,33.0,34.0,25788.0,15316.0,,,,,,,#861,,,,,,,,,,,,36.0,254.0,24.0,85.0,4.0,41.0
player_1c2b0379c55f,#840,1219.0,679.0,540.0,1.26,0.0,,,,,,,,,,,,,#423,,,,,,12302.0,5220.0,41.0,113.0,60344.0,28768.0,,,,,,,#358,,,,,,,,,,,,117.0,286.0,20.0,68.0,16.0,94.0
player_f3b6427ebc0f,#841,1217.0,596.0,620.0,0.96,1.0,,,,,,,,,,,,,#748,,,,,,7004.0,6008.0,34.0,56.5,51696.0,14447.0,,,,,,,#482,,,,,,,,,,,,81.0,203.0,24.0,91.0,8.0,46.0
player_f3b6427ebc0f,#841,1217.0,596.0,620.0,0.96,1.0,,,,,,,,,,,,,#748,,,,,,7004.0,6008.0,34.0,56.5,51696.0,14447.0,,,,,,,#482,,,,,,,,,,,,81.0,203.0,24.0,91.0,8.0,46.0
player_ad3c8c2adb21,#842,1215.0,459.0,755.0,0.61,1.0,,,,,,,,,,,,,#1496,,,,,,3038.0,7965.0,9.0,25.5,2280.0,1719.0,,,,,,,#734,,,,,,,,,,,,46.0,166.0,26.0,86.0,13.0,42.0
player_42825283cadc,#843,1205.0,598.0,588.0,1.02,19.0,,,,,,,,,,,,,#381,,,,,,13645.0,15397.0,12.0,198.0,93607.0,38580.0,,,,,,,#1150,,,,,,,,,,,,23.0,63.0,12.0,24.0,1.0,10.0
player_aadf2c053746,#844,1205.0,622.0,565.0,1.1,18.0,,,,,,,,,,,,,#316,,,,,,15673.0,14785.0,13.0,170.5,96180.0,37964.0,,,,,,,#1889,,,,,,,,,,,,11.0,47.0,4.0,14.0,0.0,5.0
player_1562a4dec6e2,#845,1205.0,737.0,465.0,1.58,3.0,,,,,,,,,,,,,#595,,,,,,8827.0,6878.0,30.0,109.5,40421.0,15894.0,,,,,,,#605,,,,,,,,,,,,61.0,120.0,126.0,306.0,5.0,37.0
player_31aacf970acc,#846,1204.0,469.0,735.0,0.64,0.0,,,,,,,,,,,,,#1646,,,,,,2678.0,5529.0,6.0,14.5,1100.0,8600.0,,,,,,,#1191,,,,,,,,,,,,22.0,118.0,13.0,51.0,7.0,37.0
player_3aef5fd51fcf,#847,1204.0,480.0,723.0,0.66,1.0,,,,,,,,,,,,,#761,,,,,,6888.0,8699.0,8.0,39.0,2007.0,10625.0,,,,,,,#1553,,,,,,,,,,,,15.0,100.0,24.0,86.0,2.0,16.0
player_3aef5fd51fcf,#847,1204.0,480.0,723.0,0.66,1.0,,,,,,,,,,,,,#761,,,,,,6888.0,8699.0,8.0,39.0,2007.0,10625.0,,,,,,,#1553,,,,,,,,,,,,15.0,100.0,24.0,86.0,2.0,16.0
player_6ec295a75414,#848,1203.0,564.0,639.0,0.88,0.0,,,,,,,,,,,,,#1521,,,,,,2989.0,8736.0,0.0,0.0,0.0,5417.0,,,,,,,#356,,,,,,,,,,,,118.0,627.0,23.0,66.0,39.0,75.0
player_3437c7a8b489,#849,1202.0,471.0,731.0,0.64,0.0,,,,,,,,,,,,,#1336,,,,,,3479.0,4894.0,3.0,52.0,481.0,10824.0,,,,,,,#3478,,,,,,,,,,,,4.0,44.0,2.0,26.0,1.0,8.0
player_4d876795809c,#850,1202.0,545.0,656.0,0.83,1.0,,,,,,,,,,,,,#369,,,,,,14182.0,13886.0,10.0,171.5,113094.0,46234.0,,,,,,,#1596,,,,,,,,,,,,14.0,78.0,21.0,61.0,3.0,4.0
player_3216ac1d6445,#851,1199.0,559.0,640.0,0.87,0.0,,,,,,,,,,,,,#598,,,,,,8775.0,7331.0,13.0,78.0,10175.0,17196.0,,,,,,,#277,,,,,,,,,,,,153.0,409.0,40.0,95.0,23.0,67.0
player_32dfbdb6298d,#852,1197.0,561.0,620.0,0.9,16.0,,,,,,,,,,,,,#662,,,,,,7985.0,7658.0,14.0,82.0,40324.0,14213.0,,,,,,,#878,,,,,,,,,,,,35.0,153.0,153.0,396.0,3.0,18.0
player_a09318bf25ec,#853,1196.0,507.0,689.0,0.74,0.0,,,,,,,,,,,,,#910,,,,,,5579.0,8098.0,8.0,30.5,3010.0,12055.0,,,,,,,#571,,,,,,,,,,,,66.0,249.0,73.0,196.0,12.0,27.0
player_17b4d8ae2dab,#854,1195.0,756.0,436.0,1.73,3.0,,,,,,,,,,,,,#469,,,,,,10969.0,6156.0,35.0,121.0,60498.0,20474.0,,,,,,,#498,,,,,,,,,,,,78.0,186.0,145.0,337.0,17.0,46.0
player_0aa25bc4ab1c,#855,1194.0,552.0,642.0,0.86,0.0,,,,,,,,,,,,,#800,,,,,,6532.0,6835.0,10.0,53.0,10096.0,9391.0,,,,,,,#640,,,,,,,,,,,,56.0,189.0,107.0,222.0,7.0,38.0
player_0aa25bc4ab1c,#855,1194.0,552.0,642.0,0.86,0.0,,,,,,,,,,,,,#800,,,,,,6532.0,6835.0,10.0,53.0,10096.0,9391.0,,,,,,,#640,,,,,,,,,,,,56.0,189.0,107.0,222.0,7.0,38.0
player_8f871e73015f,#856,1194.0,525.0,669.0,0.78,0.0,,,,,,,,,,,,,#930,,,,,,5471.0,7200.0,16.0,54.0,30500.0,11957.0,,,,,,,#1012,,,,,,,,,,,,28.0,82.0,26.0,77.0,7.0,28.0
player_436bccaa6a20,#857,1193.0,636.0,557.0,1.14,0.0,,,,,,,,,,,,,#456,,,,,,11449.0,6718.0,18.0,108.0,65523.0,25467.0,,,,,,,#600,,,,,,,,,,,,62.0,175.0,68.0,168.0,12.0,36.0
player_4586715fe4bf,#858,1191.0,577.0,614.0,0.94,0.0,,,,,,,,,,,,,#353,,,,,,14626.0,4507.0,21.0,89.5,14237.0,31739.0,,,,,,,#741,,,,,,,,,,,,45.0,243.0,14.0,54.0,5.0,15.0
player_105d975cc17c,#859,1190.0,589.0,601.0,0.98,0.0,,,,,,,,,,,,,#376,,,,,,13900.0,8024.0,29.0,176.0,70674.0,34928.0,,,,,,,#503,,,,,,,,,,,,77.0,284.0,5.0,32.0,6.0,26.0
player_46b38d899081,#860,1188.0,509.0,679.0,0.75,0.0,,,,,,,,,,,,,#710,,,,,,7402.0,7910.0,36.0,77.5,35680.0,11413.0,,,,,,,#451,,,,,,,,,,,,87.0,261.0,16.0,67.0,2.0,63.0
player_46b38d899081,#860,1188.0,509.0,679.0,0.75,0.0,,,,,,,,,,,,,#710,,,,,,7402.0,7910.0,36.0,77.5,35680.0,11413.0,,,,,,,#451,,,,,,,,,,,,87.0,261.0,16.0,67.0,2.0,63.0
player_73fbcaef65e5,#861,1184.0,535.0,649.0,0.82,0.0,,,,,,,,,,,,,#856,,,,,,5971.0,9113.0,15.0,60.0,18640.0,8212.0,,,,,,,#950,,,,,,,,,,,,32.0,121.0,50.0,143.0,2.0,35.0
player_a822cc1a6df4,#862,1184.0,610.0,573.0,1.06,1.0,,,,,,,,,,,,,#383,,,,,,13564.0,7438.0,46.0,162.0,60391.0,27650.0,,,,,,,#431,,,,,,,,,,,,93.0,275.0,16.0,53.0,14.0,51.0
player_23d760668dc5,#863,1182.0,567.0,615.0,0.92,0.0,,,,,,,,,,,,,#532,,,,,,9916.0,8240.0,17.0,70.5,9480.0,13510.0,,,,,,,#599,,,,,,,,,,,,62.0,226.0,67.0,166.0,24.0,73.0
player_4d83b585ba8e,#864,1180.0,625.0,555.0,1.13,0.0,,,,,,,,,,,,,#356,,,,,,14532.0,7312.0,35.0,147.5,36464.0,32635.0,,,,,,,#305,,,,,,,,,,,,139.0,414.0,34.0,81.0,1.0,36.0
player_e0241bceafc0,#865,1180.0,504.0,675.0,0.75,1.0,,,,,,,,,,,,,#989,,,,,,5060.0,10788.0,6.0,53.5,5991.0,13628.0,,,,,,,#2515,,,,,,,,,,,,6.0,42.0,24.0,99.0,0.0,25.0
player_90dd1cbf6921,#866,1179.0,503.0,676.0,0.74,0.0,,,,,,,,,,,,,#2201,,,,,,1763.0,1150.0,7.0,7.0,4227.0,12629.0,,,,,,,#1461,,,,,,,,,,,,16.0,107.0,4.0,13.0,11.0,50.0
player_95c43aa8ffb0,#867,1179.0,542.0,637.0,0.85,0.0,,,,,,,,,,,,,#705,,,,,,7528.0,3198.0,137.0,71.0,53106.0,17894.0,,,,,,,#1039,,,,,,,,,,,,27.0,113.0,4.0,34.0,3.0,34.0
player_95c43aa8ffb0,#867,1179.0,542.0,637.0,0.85,0.0,,,,,,,,,,,,,#705,,,,,,7528.0,3198.0,137.0,71.0,53106.0,17894.0,,,,,,,#1039,,,,,,,,,,,,27.0,113.0,4.0,34.0,3.0,34.0
player_c18e072b09a7,#868,1179.0,462.0,717.0,0.64,0.0,,,,,,,,,,,,,#1180,,,,,,4105.0,6362.0,13.0,38.5,16489.0,4547.0,,,,,,,#1436,,,,,,,,,,,,17.0,95.0,39.0,97.0,4.0,19.0
player_f3b116e8cd0a,#869,1177.0,548.0,624.0,0.88,5.0,,,,,,,,,,,,,#1489,,,,,,3056.0,4646.0,15.0,36.5,44108.0,10986.0,,,,,,,#626,,,,,,,,,,,,58.0,241.0,7.0,31.0,25.0,71.0
player_35502bcd4f63,#870,1177.0,574.0,598.0,0.96,5.0,,,,,,,,,,,,,#327,,,,,,15366.0,13923.0,13.0,165.0,82195.0,29908.0,,,,,,,#1142,,,,,,,,,,,,24.0,91.0,8.0,17.0,3.0,17.0
player_85a46b4372ab,#871,1176.0,541.0,635.0,0.85,0.0,,,,,,,,,,,,,#557,,,,,,9368.0,9743.0,15.0,98.5,67426.0,24059.0,,,,,,,#963,,,,,,,,,,,,31.0,141.0,11.0,56.0,4.0,28.0
player_a56d99eb1bc2,#872,1175.0,452.0,723.0,0.63,0.0,,,,,,,,,,,,,#1194,,,,,,4071.0,6565.0,5.0,23.5,3634.0,8545.0,,,,,,,#782,,,,,,,,,,,,42.0,197.0,14.0,56.0,12.0,43.0
player_fc735ae119dd,#873,1172.0,511.0,661.0,0.77,0.0,,,,,,,,,,,,,#601,,,,,,8743.0,6539.0,7.0,38.0,374.0,31407.0,,,,,,,#1874,,,,,,,,,,,,11.0,46.0,14.0,58.0,0.0,2.0
player_7827ff4d1d69,#874,1170.0,616.0,554.0,1.11,0.0,,,,,,,,,,,,,#1243,,,,,,3869.0,3256.0,52.0,49.0,42328.0,10205.0,,,,,,,#711,,,,,,,,,,,,48.0,129.0,5.0,9.0,3.0,27.0
player_08f98780c767,#875,1170.0,511.0,659.0,0.78,0.0,,,,,,,,,,,,,#1024,,,,,,4907.0,4517.0,17.0,39.0,26768.0,15704.0,,,,,,,#2367,,,,,,,,,,,,7.0,31.0,21.0,88.0,1.0,22.0
player_bbafce8a5093,#876,1169.0,563.0,606.0,0.93,0.0,,,,,,,,,,,,,#645,,,,,,8242.0,9190.0,10.0,67.5,10329.0,20198.0,,,,,,,#602,,,,,,,,,,,,61.0,238.0,53.0,158.0,8.0,67.0
player_ace45d9457a7,#877,1168.0,608.0,560.0,1.09,0.0,,,,,,,,,,,,,#487,,,,,,10665.0,7698.0,31.0,113.5,137020.0,33187.0,,,,,,,#2842,,,,,,,,,,,,5.0,27.0,5.0,23.0,2.0,13.0
player_533898109155,#878,1164.0,486.0,677.0,0.72,1.0,,,,,,,,,,,,,#1559,,,,,,2876.0,8332.0,10.0,42.5,46410.0,9747.0,,,,,,,#1433,,,,,,,,,,,,17.0,96.0,24.0,100.0,4.0,25.0
player_2c7adb872ccc,#879,1164.0,636.0,528.0,1.2,0.0,,,,,,,,,,,,,#578,,,,,,9055.0,4166.0,30.0,41.5,12088.0,20292.0,,,,,,,#604,,,,,,,,,,,,61.0,260.0,32.0,71.0,6.0,56.0
player_4a9d3d70e46f,#880,1164.0,645.0,518.0,1.25,1.0,,,,,,,,,,,,,#544,,,,,,9594.0,4729.0,84.0,123.5,66159.0,22080.0,,,,,,,#615,,,,,,,,,,,,59.0,145.0,51.0,136.0,9.0,71.0
player_2c405b18398b,#881,1162.0,634.0,528.0,1.2,0.0,,,,,,,,,,,,,#495,,,,,,10493.0,7251.0,29.0,99.0,17206.0,21638.0,,,,,,,#357,,,,,,,,,,,,117.0,351.0,16.0,47.0,20.0,92.0
player_5444a3a40346,#882,1162.0,539.0,623.0,0.87,0.0,,,,,,,,,,,,,#1484,,,,,,3062.0,5236.0,23.0,25.5,12403.0,6898.0,,,,,,,#409,,,,,,,,,,,,98.0,332.0,64.0,150.0,17.0,69.0
player_ee399ecebfa7,#883,1161.0,532.0,629.0,0.85,0.0,,,,,,,,,,,,,#1169,,,,,,4159.0,7005.0,23.0,36.0,31520.0,9532.0,,,,,,,#441,,,,,,,,,,,,90.0,295.0,13.0,52.0,14.0,57.0
player_d1a749ad879b,#884,1159.0,615.0,544.0,1.13,0.0,,,,,,,,,,,,,#713,,,,,,7352.0,7272.0,17.0,68.0,17736.0,13402.0,,,,,,,#464,,,,,,,,,,,,84.0,194.0,110.0,284.0,11.0,61.0
player_d1a749ad879b,#884,1159.0,615.0,544.0,1.13,0.0,,,,,,,,,,,,,#713,,,,,,7352.0,7272.0,17.0,68.0,17736.0,13402.0,,,,,,,#464,,,,,,,,,,,,84.0,194.0,110.0,284.0,11.0,61.0
player_9013a376905d,#885,1158.0,535.0,623.0,0.86,0.0,,,,,,,,,,,,,#539,,,,,,9733.0,6310.0,5.0,35.0,186.0,14232.0,,,,,,,#302,,,,,,,,,,,,141.0,416.0,51.0,108.0,33.0,89.0
player_68c777bb4257,#886,1157.0,552.0,605.0,0.91,0.0,,,,,,,,,,,,,#586,,,,,,8905.0,6871.0,36.0,66.5,49688.0,17911.0,,,,,,,#568,,,,,,,,,,,,66.0,206.0,42.0,114.0,15.0,48.0
player_4243d638406d,#887,1157.0,559.0,598.0,0.93,0.0,,,,,,,,,,,,,#1631,,,,,,2701.0,3698.0,7.0,34.5,4104.0,8646.0,,,,,,,#506,,,,,,,,,,,,76.0,175.0,12.0,30.0,25.0,45.0
player_3735c3279012,#888,1155.0,595.0,560.0,1.06,0.0,,,,,,,,,,,,,#551,,,,,,9479.0,4716.0,20.0,52.0,15884.0,30631.0,,,,,,,#667,,,,,,,,,,,,52.0,270.0,17.0,40.0,11.0,32.0
player_fe08084805b8,#889,1152.0,516.0,636.0,0.81,0.0,,,,,,,,,,,,,#1005,,,,,,4972.0,6765.0,14.0,43.5,26129.0,10228.0,,,,,,,#645,,,,,,,,,,,,55.0,220.0,47.0,152.0,16.0,100.0
player_602c890fe151,#890,1151.0,564.0,587.0,0.96,0.0,,,,,,,,,,,,,#649,,,,,,8161.0,6834.0,25.0,79.0,29573.0,22137.0,,,,,,,#582,,,,,,,,,,,,65.0,233.0,44.0,142.0,24.0,55.0
player_7baa31450c38,#891,1151.0,553.0,598.0,0.92,0.0,,,,,,,,,,,,,#641,,,,,,8294.0,5050.0,32.0,96.5,112309.0,61218.0,,,,,,,#3011,,,,,,,,,,,,5.0,23.0,2.0,31.0,4.0,14.0
player_f2ed8db4f262,#892,1151.0,424.0,727.0,0.58,0.0,,,,,,,,,,,,,#1181,,,,,,4097.0,7656.0,8.0,22.0,4510.0,10842.0,,,,,,,#2624,,,,,,,,,,,,6.0,83.0,4.0,37.0,7.0,26.0
player_3c9c35341ac1,#893,1150.0,584.0,566.0,1.03,0.0,,,,,,,,,,,,,#1251,,,,,,3836.0,5214.0,16.0,47.0,35487.0,9975.0,,,,,,,#842,,,,,,,,,,,,37.0,180.0,30.0,84.0,14.0,48.0
player_8e799e80f323,#895,1143.0,609.0,530.0,1.15,4.0,,,,,,,,,,,,,#392,,,,,,13179.0,13091.0,14.0,150.5,100066.0,43021.0,,,,,,,#1571,,,,,,,,,,,,14.0,50.0,22.0,59.0,2.0,9.0
player_a3c56e78c4aa,#896,1142.0,515.0,627.0,0.82,0.0,,,,,,,,,,,,,#1230,,,,,,3934.0,6593.0,27.0,79.0,53742.0,11624.0,,,,,,,#3475,,,,,,,,,,,,4.0,22.0,28.0,84.0,2.0,6.0
player_87ae134eb4c1,#897,1142.0,546.0,596.0,0.92,0.0,,,,,,,,,,,,,#862,,,,,,5888.0,5821.0,67.0,47.5,10371.0,5116.0,,,,,,,#925,,,,,,,,,,,,33.0,156.0,21.0,81.0,14.0,61.0
player_eccae7ab8ebb,#899,1140.0,456.0,683.0,0.67,1.0,,,,,,,,,,,,,#1501,,,,,,3034.0,9108.0,7.0,25.0,5298.0,1874.0,,,,,,,#1374,,,,,,,,,,,,18.0,131.0,11.0,46.0,4.0,41.0
player_051f2efa7b9f,#900,1139.0,547.0,591.0,0.93,1.0,,,,,,,,,,,,,#889,,,,,,5705.0,8938.0,15.0,38.5,5619.0,9212.0,,,,,,,#279,,,,,,,,,,,,152.0,480.0,28.0,70.0,15.0,73.0
player_df145c69beba,#901,1135.0,472.0,663.0,0.71,0.0,,,,,,,,,,,,,#829,,,,,,6250.0,7729.0,7.0,37.0,11966.0,16863.0,,,,,,,#919,,,,,,,,,,,,33.0,191.0,17.0,84.0,4.0,24.0
player_f1963ef0efca,#902,1134.0,424.0,710.0,0.6,0.0,,,,,,,,,,,,,#2563,,,,,,1381.0,6216.0,9.0,16.0,5926.0,1898.0,,,,,,,#661,,,,,,,,,,,,53.0,160.0,42.0,114.0,9.0,24.0
player_9890d58194a9,#903,1132.0,556.0,576.0,0.97,0.0,,,,,,,,,,,,,#772,,,,,,6770.0,5308.0,47.0,78.5,99795.0,25855.0,,,,,,,#1285,,,,,,,,,,,,20.0,75.0,16.0,61.0,8.0,50.0
player_9890d58194a9,#903,1132.0,556.0,576.0,0.97,0.0,,,,,,,,,,,,,#772,,,,,,6770.0,5308.0,47.0,78.5,99795.0,25855.0,,,,,,,#1285,,,,,,,,,,,,20.0,75.0,16.0,61.0,8.0,50.0
player_2219976dc9f2,#904,1132.0,550.0,579.0,0.95,3.0,,,,,,,,,,,,,#431,,,,,,12111.0,9249.0,16.0,125.5,64040.0,25228.0,,,,,,,#1085,,,,,,,,,,,,26.0,128.0,2.0,17.0,0.0,6.0
player_f92d18abbb53,#905,1130.0,520.0,610.0,0.85,0.0,,,,,,,,,,,,,#914,,,,,,5555.0,6327.0,20.0,57.5,25522.0,9854.0,,,,,,,#453,,,,,,,,,,,,86.0,359.0,45.0,95.0,10.0,69.0
player_0fbabd28d70a,#906,1130.0,468.0,662.0,0.71,0.0,,,,,,,,,,,,,#2382,,,,,,1565.0,3782.0,9.0,18.0,25659.0,6511.0,,,,,,,#2803,,,,,,,,,,,,5.0,35.0,5.0,32.0,3.0,9.0
player_f5644995d231,#907,1130.0,520.0,610.0,0.85,0.0,,,,,,,,,,,,,#865,,,,,,5865.0,6747.0,14.0,58.0,10718.0,11878.0,,,,,,,#429,,,,,,,,,,,,93.0,255.0,113.0,223.0,17.0,47.0
player_ddd94a14d634,#908,1129.0,487.0,642.0,0.76,0.0,,,,,,,,,,,,,#1228,,,,,,3940.0,5536.0,18.0,68.5,65483.0,18870.0,,,,,,,#1459,,,,,,,,,,,,16.0,89.0,12.0,78.0,1.0,44.0
player_c19c6a5cd3fd,#909,1129.0,531.0,598.0,0.89,0.0,,,,,,,,,,,,,#801,,,,,,6528.0,6713.0,13.0,53.5,5349.0,7833.0,,,,,,,#311,,,,,,,,,,,,138.0,363.0,34.0,85.0,18.0,98.0
player_685fc92e2077,#910,1127.0,574.0,547.0,1.05,6.0,,,,,,,,,,,,,#314,,,,,,15928.0,15264.0,12.0,196.0,114613.0,44586.0,,,,,,,#3469,,,,,,,,,,,,4.0,10.0,2.0,8.0,0.0,1.0
player_5ed4dfea3334,#911,1124.0,511.0,613.0,0.83,0.0,,,,,,,,,,,,,#565,,,,,,9297.0,6574.0,37.0,79.0,15298.0,11872.0,,,,,,,#828,,,,,,,,,,,,38.0,103.0,28.0,88.0,4.0,26.0
player_274cb001bcca,#912,1123.0,497.0,624.0,0.8,2.0,,,,,,,,,,,,,#950,,,,,,5321.0,7022.0,12.0,77.5,36743.0,11783.0,,,,,,,#1264,,,,,,,,,,,,20.0,129.0,76.0,234.0,2.0,19.0
player_01f20d4c3822,#913,1122.0,524.0,598.0,0.88,0.0,,,,,,,,,,,,,#708,,,,,,7486.0,8213.0,11.0,95.0,4996.0,19127.0,,,,,,,#1128,,,,,,,,,,,,24.0,146.0,7.0,18.0,8.0,15.0
player_01f20d4c3822,#913,1122.0,524.0,598.0,0.88,0.0,,,,,,,,,,,,,#708,,,,,,7486.0,8213.0,11.0,95.0,4996.0,19127.0,,,,,,,#1128,,,,,,,,,,,,24.0,146.0,7.0,18.0,8.0,15.0
player_06650cff3964,#914,1120.0,487.0,633.0,0.77,0.0,,,,,,,,,,,,,#1466,,,,,,3109.0,4656.0,5.0,14.5,984.0,11231.0,,,,,,,#1321,,,,,,,,,,,,19.0,67.0,4.0,19.0,4.0,21.0
player_0a3e08a99425,#915,1118.0,502.0,616.0,0.81,0.0,,,,,,,,,,,,,#1499,,,,,,3035.0,4920.0,17.0,38.5,37907.0,11796.0,,,,,,,#298,,,,,,,,,,,,143.0,336.0,13.0,39.0,6.0,27.0
player_62bd7857ce1b,#917,1117.0,509.0,607.0,0.84,1.0,,,,,,,,,,,,,#893,,,,,,5679.0,6489.0,18.0,68.5,55838.0,17323.0,,,,,,,#1952,,,,,,,,,,,,10.0,132.0,16.0,50.0,3.0,29.0
player_270ddcead942,#918,1115.0,511.0,604.0,0.85,0.0,,,,,,,,,,,,,#556,,,,,,9391.0,7719.0,26.0,71.0,20745.0,17746.0,,,,,,,#3054,,,,,,,,,,,,5.0,52.0,28.0,84.0,2.0,9.0
player_fb149bf31cbd,#919,1115.0,522.0,593.0,0.88,0.0,,,,,,,,,,,,,#739,,,,,,7086.0,6214.0,13.0,70.5,70568.0,23154.0,,,,,,,#650,,,,,,,,,,,,55.0,197.0,71.0,205.0,3.0,36.0
player_fb149bf31cbd,#919,1115.0,522.0,593.0,0.88,0.0,,,,,,,,,,,,,#739,,,,,,7086.0,6214.0,13.0,70.5,70568.0,23154.0,,,,,,,#650,,,,,,,,,,,,55.0,197.0,71.0,205.0,3.0,36.0
player_628935e369a5,#920,1114.0,540.0,574.0,0.94,0.0,,,,,,,,,,,,,#1845,,,,,,2294.0,4823.0,58.0,31.5,9406.0,5267.0,,,,,,,#342,,,,,,,,,,,,123.0,457.0,26.0,65.0,13.0,41.0
player_614a4f0034e9,#921,1114.0,492.0,622.0,0.79,0.0,,,,,,,,,,,,,#749,,,,,,7002.0,6440.0,26.0,79.0,26316.0,14121.0,,,,,,,#930,,,,,,,,,,,,32.0,213.0,20.0,47.0,9.0,47.0
player_614a4f0034e9,#921,1114.0,492.0,622.0,0.79,0.0,,,,,,,,,,,,,#749,,,,,,7002.0,6440.0,26.0,79.0,26316.0,14121.0,,,,,,,#930,,,,,,,,,,,,32.0,213.0,20.0,47.0,9.0,47.0
player_3b7fa771ce96,#922,1114.0,493.0,618.0,0.8,3.0,,,,,,,,,,,,,#1770,,,,,,2445.0,4666.0,14.0,26.0,19216.0,4913.0,,,,,,,#985,,,,,,,,,,,,29.0,51.0,10.0,37.0,14.0,33.0
player_e32c7e46f92d,#923,1113.0,493.0,620.0,0.8,0.0,,,,,,,,,,,,,#1255,,,,,,3830.0,4985.0,37.0,45.5,22736.0,8436.0,,,,,,,#1506,,,,,,,,,,,,15.0,92.0,33.0,95.0,2.0,23.0
player_267ecc28772a,#924,1113.0,460.0,652.0,0.71,1.0,,,,,,,,,,,,,#2183,,,,,,1782.0,4467.0,16.0,24.5,20365.0,5955.0,,,,,,,#2003,,,,,,,,,,,,9.0,66.0,1.0,29.0,4.0,24.0
player_306d5190f3f6,#925,1112.0,611.0,501.0,1.22,0.0,,,,,,,,,,,,,#475,,,,,,10848.0,6721.0,34.0,107.0,73677.0,27007.0,,,,,,,#463,,,,,,,,,,,,84.0,220.0,133.0,278.0,10.0,49.0
player_6c364e101226,#926,1108.0,499.0,609.0,0.82,0.0,,,,,,,,,,,,,#1966,,,,,,2109.0,4508.0,10.0,26.5,52703.0,9046.0,,,,,,,#2395,,,,,,,,,,,,7.0,48.0,3.0,23.0,0.0,4.0
player_2de9f52f8579,#927,1104.0,452.0,650.0,0.7,2.0,,,,,,,,,,,,,#1572,,,,,,2845.0,7888.0,18.0,22.5,25312.0,5880.0,,,,,,,#1047,,,,,,,,,,,,27.0,109.0,88.0,263.0,2.0,27.0
player_646b6dfaf66f,#928,1102.0,572.0,530.0,1.08,0.0,,,,,,,,,,,,,#716,,,,,,7328.0,5639.0,22.0,49.5,18883.0,13109.0,,,,,,,#990,,,,,,,,,,,,29.0,121.0,27.0,66.0,6.0,17.0
player_646b6dfaf66f,#928,1102.0,572.0,530.0,1.08,0.0,,,,,,,,,,,,,#716,,,,,,7328.0,5639.0,22.0,49.5,18883.0,13109.0,,,,,,,#990,,,,,,,,,,,,29.0,121.0,27.0,66.0,6.0,17.0
player_4f18e58d8396,#929,1100.0,473.0,627.0,0.75,0.0,,,,,,,,,,,,,#1277,,,,,,3718.0,4372.0,16.0,59.0,23897.0,30159.0,,,,,,,#4001,,,,,,,,,,,,3.0,31.0,3.0,22.0,2.0,9.0
player_7b13e8967a4c,#930,1097.0,503.0,594.0,0.85,0.0,,,,,,,,,,,,,#792,,,,,,6586.0,8027.0,40.0,88.0,25685.0,6431.0,,,,,,,#901,,,,,,,,,,,,34.0,136.0,47.0,233.0,2.0,48.0
player_7b13e8967a4c,#930,1097.0,503.0,594.0,0.85,0.0,,,,,,,,,,,,,#792,,,,,,6586.0,8027.0,40.0,88.0,25685.0,6431.0,,,,,,,#901,,,,,,,,,,,,34.0,136.0,47.0,233.0,2.0,48.0
player_90131c7c5897,#932,1096.0,527.0,569.0,0.93,0.0,,,,,,,,,,,,,#560,,,,,,9331.0,6266.0,51.0,90.0,34109.0,15009.0,,,,,,,#394,,,,,,,,,,,,104.0,294.0,32.0,89.0,12.0,51.0
